activity_type,aerobic_training_effect,anaerobic_training_effect,avg_hr,avg_speed,calories,distance,max_ftp,max_hr,duration,begin_timestamp,event_type_id,start_time_gmt,start_time_local,elevation_gain,elevation_loss,max_run_cadence,steps,avg_stride_length,avg_fractional_cadence,max_fractional_cadence,elapsed_duration,moving_duration,min_temperature,max_temperature,min_elevation,max_elevation,avg_double_cadence,max_double_cadence,max_vertical_speed,lap_count,water_estimated,min_respiration_rate,max_respiration_rate,avg_respiration_rate,activity_training_load
2,0.30000001192092896,0.0,95.0,0.0,423.19201999999996,0.0,252.0,127.0,1076447.021484375,1590508313000,9,1590508313000.0,1590519113000.0,0.0,0.0,,108.0,,0.0,0.0,1111694.9462890625,1033822.021484375,26.0,28.0,36220.001220703125,37560.00061035156,,,1.0800018310546875,1,163.0,15.119999885559082,15.119999885559082,15.119999885559082,3.5094146728515625
3,3.700000047683716,2.0999999046325684,162.0,0.0,2740.27308,0.0,252.0,180.0,2302974.12109375,1590422661000,9,1590422661000.0,1590433461000.0,,,,208.0,,0.0,0.0,2302974.12109375,1693586.0595703125,24.0,27.0,,,,,,1,531.0,29.299999237060547,29.299999237060547,29.299999237060547,162.27850341796875
2,2.0999999046325684,0.20000000298023224,124.0,0.0,2224.90062,0.0,252.0,153.0,3117514.892578125,1590419134000,9,1590419134000.0,1590429934000.0,0.0,0.0,,,,0.0,0.0,3117514.892578125,0.0,25.0,27.0,35879.998779296875,35879.998779296875,,,0.0,1,548.0,21.520000457763672,21.520000457763672,21.520000457763672,34.835174560546875
2,2.799999952316284,1.100000023841858,162.0,0.0,967.8946199999999,0.0,252.0,180.0,782539.0014648438,1590225925000,9,1590225925000.0,1590236725000.0,0.0,0.0,,,,0.0,0.0,782539.0014648438,0.0,29.0,31.0,35260.00061035156,35260.00061035156,,,0.0,1,216.0,21.190000534057617,21.190000534057617,21.190000534057617,75.49478149414062
2,1.7000000476837158,0.0,119.0,0.0,1248.6259599999998,0.0,252.0,145.0,1802020.99609375,1590171737000,9,1590171737000.0,1590182537000.0,0.0,0.0,,,,0.0,0.0,1802020.99609375,0.0,25.0,28.0,35260.00061035156,35260.00061035156,,,0.0,2,344.0,18.979999542236328,18.979999542236328,18.979999542236328,19.361663818359375
2,2.0999999046325684,0.5,138.0,0.0,737.4435199999999,0.0,252.0,164.0,728129.0283203125,1590170364000,9,1590170364000.0,1590181164000.0,0.0,0.0,,,,0.0,0.0,736143.0053710938,0.0,24.0,26.0,35260.00061035156,35260.00061035156,,,0.0,1,129.0,18.649999618530273,18.649999618530273,18.649999618530273,35.401824951171875
2,0.0,0.0,76.0,0.0,87.99041999999999,0.0,252.0,89.0,390803.0090332031,1590082745000,9,1590082745000.0,1590093545000.0,0.0,0.0,93.0,16.0,0.0,0.953125,0.0,390803.0090332031,0.0,29.0,30.0,38120.001220703125,38120.001220703125,5.90625,186.0,0.0,1,50.0,14.90999984741211,14.90999984741211,14.90999984741211,0.8423919677734375
2,0.30000001192092896,0.0,96.0,0.0,896.66428,0.0,252.0,116.0,2241871.09375,1589991877000,9,1589991877000.0,1590002677000.0,0.0,0.0,84.0,822.0,0.0,0.8125,0.5,2241871.09375,0.0,28.0,30.0,40079.998779296875,40079.998779296875,19.625,169.0,0.0,11,368.0,18.84000015258789,18.84000015258789,18.84000015258789,3.6025543212890625
2,0.20000000298023224,0.0,92.0,0.018700000643730164,527.94252,25794.000244140625,252.0,111.0,1377741.943359375,1589989659000,9,1589989659000.0,1590000459000.0,200.0,100.0,78.0,418.0,200.81632600209304,0.796875,0.5,1379557.9833984375,244000.0,29.0,30.0,40060.00061035156,40239.99938964844,5.59375,157.0,0.0399993896484375,1,217.0,19.450000762939453,19.450000762939453,19.450000762939453,2.7198333740234375
2,0.0,0.0,82.0,0.016799999773502352,129.89061999999998,7393.000030517578,252.0,108.0,439322.998046875,1589989150000,9,1589989150000.0,1589999950000.0,2100.0,0.0,69.0,152.0,149.58369154125452,0.375,0.5,439322.998046875,112000.0,30.0,31.0,41679.998779296875,43820.001220703125,6.75,139.0,0.6599975585937501,1,61.0,13.460000038146973,13.460000038146973,13.460000038146973,0.993377685546875
2,0.20000000298023224,0.0,91.0,0.02669999897480011,481.85229999999996,32720.001220703125,252.0,112.0,1227509.033203125,1589900766000,9,1589900766000.0,1589911566000.0,0.0,0.0,124.0,1814.0,19.832888930972874,0.3203125,0.0,1227509.033203125,529000.0,28.0,30.0,39979.998779296875,40200.0,80.640625,248.0,0.060000610351562504,1,190.0,17.170000076293945,17.170000076293945,17.170000076293945,2.699981689453125
2,0.5,0.0,110.0,0.0,498.61238,0.0,252.0,125.0,825995.9716796875,1589899275000,9,1589899275000.0,1589910075000.0,0.0,0.0,,,,0.0,0.0,825995.9716796875,0.0,30.0,30.0,39800.0,39800.0,,,0.0,1,154.0,17.700000762939453,17.700000762939453,17.700000762939453,5.9107208251953125
3,0.10000000149011612,0.0,88.0,0.0,180.17085999999998,0.0,252.0,115.0,488645.99609375,1589868161000,9,1589868161000.0,1589878961000.0,,,,84.0,,0.0,0.0,488645.99609375,488645.99609375,31.0,33.0,,,,,,1,77.0,12.300000190734863,12.300000190734863,12.300000190734863,1.5482025146484375
2,2.5,0.6000000238418579,129.0,0.0,2421.8315599999996,0.0,252.0,158.0,3208780.029296875,1589819642000,9,1589819642000.0,1589830442000.0,0.0,0.0,,,,0.0,0.0,4715639.16015625,0.0,29.0,31.0,38500.0,38500.0,,,0.0,3,709.0,18.1200008392334,18.1200008392334,18.1200008392334,55.18011474609375
2,4.0,1.5,159.0,0.0,2891.1137999999996,0.0,252.0,185.0,2462535.0,1589619106000,9,1589619106000.0,1589629906000.0,0.0,0.0,,,,0.0,0.0,2462535.0,0.0,29.0,34.0,35460.00061035156,40679.998779296875,,,2.2399993896484376,1,683.0,18.290000915527344,18.290000915527344,18.290000915527344,174.541259765625
2,0.10000000149011612,0.0,92.0,0.05839999914169312,180.17085999999998,28382.000732421875,252.0,110.0,486171.9970703125,1589617628000,9,1589617628000.0,1589628428000.0,1800.0,1800.0,110.0,464.0,109.51319468380032,0.9921875,0.5,486171.9970703125,251000.0,30.0,32.0,38800.0,40700.0,31.984375,221.0,0.520001220703125,1,83.0,16.56999969482422,16.56999969482422,16.56999969482422,1.4263916015625
2,3.0999999046325684,2.200000047683716,132.0,0.0,4952.603639999999,0.0,252.0,191.0,6794774.90234375,1589556216000,9,1589556216000.0,1589567016000.0,0.0,0.0,,,,0.0,0.0,6927953.125,0.0,28.0,32.0,39520.001220703125,41379.998779296875,,,0.8199981689453125,1,1523.0,18.860000610351562,18.860000610351562,18.860000610351562,119.78646850585938
2,2.5,2.0,144.0,0.0,1231.8658799999998,0.0,252.0,180.0,1167770.99609375,1589385651000,9,1589385651000.0,1589396451000.0,0.0,0.0,,190.0,,0.0,0.0,1813944.9462890625,1152770.99609375,27.0,30.0,30100.0,30360.000610351562,,,0.06999969482421875,1,288.0,14.90999984741211,14.90999984741211,14.90999984741211,65.950927734375
2,0.30000001192092896,0.0,109.0,0.0,226.26108,0.0,252.0,134.0,362260.986328125,1589385059000,9,1589385059000.0,1589395859000.0,0.0,0.0,,,,0.0,0.0,362260.986328125,0.0,29.0,30.0,30360.000610351562,30360.000610351562,,,0.0,1,67.0,17.190000534057617,17.190000534057617,17.190000534057617,3.4502105712890625
2,0.800000011920929,0.0,94.0,0.0,506.99242,0.0,252.0,129.0,3942189.94140625,1589380894000,9,1589380894000.0,1589391694000.0,0.0,0.0,,,,0.0,0.0,3942189.94140625,0.0,23.0,30.0,30360.000610351562,30360.000610351562,,,0.0,1,565.0,15.289999961853027,17.719999313354492,16.6200008392334,9.006072998046875
2,3.200000047683716,1.600000023841858,138.0,0.0,1743.0483199999999,0.0,252.0,172.0,2882976.07421875,1589360836000,9,1589360836000.0,1589371636000.0,0.0,0.0,,,,0.0,0.0,2882976.07421875,0.0,29.0,34.0,29979.998779296875,29979.998779296875,,,0.0,1,732.0,,,,100.61625671386719
2,0.30000001192092896,0.0,109.0,0.0,217.88103999999998,0.0,252.0,121.0,495765.0146484375,1589360173000,9,1589360173000.0,1589370973000.0,0.0,0.0,,56.0,,0.0,0.0,496299.01123046875,447989.013671875,31.0,32.0,29979.998779296875,29979.998779296875,,,0.0,1,91.0,,,,4.25311279296875
2,2.0,0.0,122.0,0.0,1558.68744,0.0,252.0,147.0,3810731.93359375,1589213825000,9,1589213825000.0,1589224625000.0,0.0,0.0,,,,0.0,0.0,3828447.021484375,0.0,22.0,28.0,29439.999389648438,29760.000610351562,,,0.010000610351562501,1,650.0,,,,25.3145751953125
2,1.100000023841858,0.10000000149011612,123.0,0.0,473.47225999999995,0.0,252.0,158.0,585054.0161132812,1589212162000,9,1589212162000.0,1589222962000.0,0.0,0.0,,298.0,,0.0,0.0,585054.0161132812,360000.0,27.0,28.0,29760.000610351562,29760.000610351562,,,0.0,1,123.0,19.25,19.25,19.25,13.38616943359375
2,3.0,1.7000000476837158,133.0,0.0,4097.839559999999,0.0,252.0,174.0,7069720.21484375,1589013246000,9,1589013246000.0,1589024046000.0,0.0,0.0,,,,0.0,0.0,7069720.21484375,0.0,24.0,33.0,28360.000610351562,28779.998779296875,,,0.1399993896484375,1,1462.0,20.8700008392334,20.8700008392334,20.8700008392334,84.84980773925781
2,2.700000047683716,0.8999999761581421,131.0,0.0,2363.1712799999996,0.0,252.0,167.0,3002253.90625,1588948286000,9,1588948286000.0,1588959086000.0,0.0,0.0,,,,0.0,0.0,4707875.9765625,0.0,24.0,29.0,28579.998779296875,28579.998779296875,,,0.0,1,539.0,18.690000534057617,18.690000534057617,18.690000534057617,62.95726013183594
2,3.0999999046325684,2.0999999046325684,137.0,0.0,3745.8778799999995,0.0,252.0,177.0,4825918.0,1588774985000,9,1588774985000.0,1588785785000.0,0.0,0.0,,,,0.0,0.0,4825918.0,0.0,22.0,29.0,28200.0,28620.001220703125,,,0.0720001220703125,1,1044.0,17.469999313354492,17.469999313354492,17.469999313354492,104.72952270507812
1,3.799999952316284,2.200000047683716,134.0,0.4506999969482422,5467.9761,3289157.8125,252.0,172.0,7297893.06640625,1588681562000,9,1588681562000.0,1588692362000.0,68200.0,27000.0,,,,0.0,0.0,8554640.625,6773000.0,22.0,34.0,-12440.00015258789,38060.00061035156,,,0.1,7,4000.0,,,,162.6891326904297
1,3.0999999046325684,2.0999999046325684,126.0,0.5328000068664551,4768.242759999999,3897548.828125,252.0,167.0,7315380.859375,1588665905000,9,1588665905000.0,1588676705000.0,58400.0,98200.0,,,,0.0,0.0,8773257.8125,7011226.989746094,22.0,30.0,320.0000047683716,44420.001220703125,,,0.14000015258789064,8,1320.0,16.760000228881836,16.760000228881836,16.760000228881836,99.02244567871094
2,0.8999999761581421,0.0,105.0,0.0,29.330139999999997,0.0,252.0,111.0,3326746.09375,1588605720000,9,1588605720000.0,1588616520000.0,0.0,0.0,,,,0.0,0.0,3326746.09375,0.0,17.0,25.0,43520.001220703125,43520.001220703125,,,0.0,1,395.0,19.56999969482422,19.56999969482422,19.56999969482422,14.288986206054688
2,2.799999952316284,1.5,133.0,0.0,3716.5477399999995,0.0,252.0,166.0,4629833.984375,1588329294000,9,1588329294000.0,1588340094000.0,0.0,0.0,,,,0.0,0.0,4629833.984375,0.0,29.0,33.0,38720.001220703125,38720.001220703125,,,0.0,1,1057.0,19.43000030517578,19.43000030517578,19.43000030517578,74.04733276367188
0,1.7000000476837158,0.0,150.0,0.28650000095367434,393.86188,102089.00146484375,252.0,160.0,356380.0048828125,1588176691000,9,1588176691000.0,1588187491000.0,1400.0,1800.0,105.0,946.0,106.2173817084237,0.8515625,0.0,356380.0048828125,354000.0,21.0,24.0,39879.998779296875,41520.001220703125,161.703125,210.0,0.040002441406250006,2,68.0,30.950000762939453,30.950000762939453,30.950000762939453,21.648727416992188
2,2.299999952316284,1.2000000476837158,150.0,0.0,682.97326,0.0,252.0,171.0,594255.9814453125,1588176065000,9,1588176065000.0,1588186865000.0,0.0,0.0,,,,0.0,0.0,594255.9814453125,0.0,24.0,26.0,39500.0,39500.0,,,0.0,1,115.0,23.229999542236328,23.229999542236328,23.229999542236328,47.587646484375
2,2.0999999046325684,0.30000001192092896,120.0,0.0,1717.9081999999999,0.0,252.0,152.0,3905810.05859375,1588172096000,9,1588172096000.0,1588182896000.0,0.0,0.0,,,,0.0,0.0,3905810.05859375,0.0,21.0,30.0,39500.0,39500.0,,,0.0,1,638.0,12.59000015258789,12.59000015258789,12.59000015258789,30.299957275390625
2,2.5,0.6000000238418579,123.0,0.0,2354.79124,0.0,252.0,173.0,3300697.998046875,1588085443000,9,1588085443000.0,1588096243000.0,0.0,0.0,,,,0.0,0.0,3300697.998046875,0.0,27.0,29.0,39920.001220703125,40439.99938964844,,,0.35999755859375004,1,695.0,16.93000030517578,16.93000030517578,16.93000030517578,49.62721252441406
2,3.0,1.899999976158142,134.0,0.0,4705.39246,0.0,252.0,165.0,6372050.78125,1587999965000,9,1587999965000.0,1588010765000.0,0.0,0.0,,,,0.0,0.0,6372050.78125,0.0,21.0,27.0,40439.99938964844,40860.00061035156,,,0.1800018310546875,3,1141.0,20.770000457763672,20.770000457763672,20.770000457763672,87.04061889648438
2,3.4000000953674316,2.0,130.0,0.0,5581.106639999999,0.0,252.0,181.0,7341231.93359375,1587741076000,9,1587741076000.0,1587751876000.0,0.0,0.0,,,,0.0,0.0,7341950.1953125,0.0,19.0,28.0,42320.001220703125,44800.0,,,0.7866668701171875,2,1212.0,14.039999961853027,14.039999961853027,14.039999961853027,117.80215454101562
2,3.0999999046325684,1.600000023841858,139.0,0.0,3272.4056199999995,0.0,252.0,174.0,3746471.923828125,1587569586000,9,1587569586000.0,1587580386000.0,0.0,0.0,,,,0.0,0.0,3746471.923828125,0.0,15.0,23.0,43500.0,43500.0,,,0.0,1,627.0,19.93000030517578,19.93000030517578,19.93000030517578,86.06716918945312
2,1.5,0.0,112.0,0.0,1592.2076,0.0,252.0,143.0,2638128.90625,1587378485000,9,1587378485000.0,1587389285000.0,0.0,0.0,,,,0.0,0.0,2638128.90625,0.0,29.0,30.0,42479.998779296875,42479.998779296875,,,0.0,1,503.0,18.389999389648438,18.389999389648438,18.389999389648438,16.699874877929688
2,0.800000011920929,0.0,111.0,0.020000000298023225,846.3840399999999,29957.000732421875,252.0,138.0,1497203.0029296875,1587203753000,9,1587203753000.0,1587214553000.0,400.0,200.0,110.0,1022.0,84.67390594021647,0.9921875,0.5,1497203.0029296875,365000.0,27.0,30.0,41500.0,41820.001220703125,39.984375,221.0,0.030000305175781252,10,282.0,20.850000381469727,20.850000381469727,20.850000381469727,9.302215576171875
2,1.899999976158142,0.0,119.0,0.0,1567.06748,0.0,252.0,145.0,4350516.11328125,1587198857000,9,1587198857000.0,1587209657000.0,0.0,0.0,,,,0.0,0.0,4350516.11328125,0.0,19.0,30.0,42120.001220703125,42420.001220703125,,,0.129998779296875,1,721.0,11.199999809265137,11.199999809265137,11.199999809265137,20.715621948242188
2,3.0999999046325684,1.5,136.0,0.0,2790.5533199999995,0.0,252.0,175.0,3125895.01953125,1586967291000,9,1586967291000.0,1586978091000.0,0.0,0.0,,,,0.0,0.0,3125895.01953125,0.0,17.0,27.0,41800.0,42900.0,,,0.24000040690104166,1,535.0,14.859999656677246,14.859999656677246,14.859999656677246,93.72502136230469
2,2.4000000953674316,0.8999999761581421,128.0,0.0,1600.58764,0.0,252.0,172.0,3260604.00390625,1586880556000,9,1586880556000.0,1586891356000.0,0.0,0.0,,,,0.0,0.0,3260604.00390625,0.0,17.0,27.0,42279.998779296875,42279.998779296875,,,0.0,1,539.0,15.800000190734863,15.800000190734863,15.800000190734863,50.9603271484375
2,2.0,0.800000011920929,130.0,0.0,959.5145799999999,0.0,252.0,164.0,1080985.9619140625,1586797268000,9,1586797268000.0,1586808068000.0,0.0,0.0,,,,0.0,0.0,1080985.9619140625,0.0,22.0,23.0,41300.0,41300.0,,,0.0,1,179.0,18.0,18.0,18.0,35.493072509765625
2,2.0,0.10000000149011612,128.0,0.0,833.8139799999999,0.0,252.0,150.0,3632309.08203125,1586793500000,9,1586793500000.0,1586804300000.0,0.0,0.0,,,,0.0,0.0,3632309.08203125,0.0,16.0,26.0,40660.00061035156,41379.998779296875,,,0.055999755859375,1,477.0,17.389999389648438,17.389999389648438,17.389999389648438,28.144485473632812
0,3.200000047683716,0.0,153.0,0.32109999656677246,1818.46868,502393.994140625,252.0,169.0,1564436.03515625,1586683059000,9,1586683059000.0,1586693859000.0,5100.0,5000.0,85.0,4008.0,125.43250700976736,0.109375,0.0,1564436.03515625,1531672.0275878906,23.0,28.0,40520.001220703125,41539.99938964844,154.21875,170.0,0.220001220703125,6,310.0,15.039999961853027,15.039999961853027,15.039999961853027,83.20327758789062
0,3.0,0.4000000059604645,156.0,0.15329999923706056,1412.0367399999998,187618.994140625,252.0,179.0,1223536.0107421875,1586366317000,9,1586366317000.0,1586377117000.0,3000.0,3500.0,85.0,2198.0,95.22284769320306,0.0546875,0.0,1223536.0107421875,815000.0,20.0,25.0,39600.0,40760.00061035156,96.109375,170.0,0.16000061035156252,2,242.0,22.43000030517578,22.43000030517578,22.43000030517578,70.22663879394531
2,2.200000047683716,0.800000011920929,135.0,0.0,1156.44552,0.0,252.0,164.0,1271579.9560546875,1586364353000,9,1586364353000.0,1586375153000.0,0.0,0.0,,,,0.0,0.0,1271579.9560546875,0.0,21.0,24.0,40539.99938964844,41479.998779296875,,,0.6600006103515625,1,219.0,25.450000762939453,25.450000762939453,25.450000762939453,45.01240539550781
2,2.0,0.30000001192092896,128.0,0.0,842.1940199999999,0.0,252.0,154.0,979231.9946289062,1586363302000,9,1586363302000.0,1586374102000.0,0.0,0.0,,,,0.0,0.0,979231.9946289062,0.0,23.0,25.0,40620.001220703125,41039.99938964844,,,0.4,1,160.0,15.600000381469727,15.600000381469727,15.600000381469727,26.274856567382812
3,,,73.0,0.0,0.0,0.0,252.0,73.0,1841791.015625,1586278573000,9,1586278573000.0,1586289373000.0,,,,0.0,,0.0,0.0,1841791.015625,1841791.015625,15.0,18.0,,,,,,1,214.0,,,,0.0
2,2.5999999046325684,1.399999976158142,151.0,0.0,1001.41478,0.0,252.0,170.0,863875.9765625,1586276344000,9,1586276344000.0,1586287144000.0,0.0,0.0,,,,0.0,0.0,864684.9975585938,0.0,21.0,24.0,38920.001220703125,39200.0,,,0.0,1,167.0,20.729999542236328,20.729999542236328,20.729999542236328,65.75848388671875
0,1.7999999523162842,0.0,142.0,0.36180000305175786,452.52216,152915.00244140625,252.0,156.0,422609.9853515625,1585996200000,9,1585996200000.0,1586007000000.0,1300.0,1000.0,87.0,1118.0,135.70471017676283,0.0,0.5,422609.9853515625,416000.0,13.0,17.0,40900.0,41500.0,160.0,175.0,0.11999816894531251,2,59.0,,,,22.595382690429688
0,1.2999999523162842,0.0,123.0,0.2551000118255615,506.99242,167731.99462890625,252.0,152.0,657502.0141601562,1585995513000,9,1585995513000.0,1586006313000.0,1800.0,1800.0,88.0,1472.0,117.82677079122537,0.875,0.0,673611.9995117188,606000.0,16.0,25.0,40979.998779296875,41760.00061035156,127.75,176.0,0.1800018310546875,2,95.0,15.510000228881836,15.510000228881836,15.510000228881836,14.547149658203125
0,1.600000023841858,0.10000000149011612,119.0,0.12369999885559083,645.26308,116790.00244140625,252.0,151.0,943955.0170898438,1585756749000,9,1585756749000.0,1585767549000.0,3400.0,1400.0,87.0,1208.0,138.13316884525324,0.0234375,0.0,943955.0170898438,404000.0,20.0,26.0,39300.0,44779.998779296875,64.046875,174.0,2.179998779296875,2,138.0,28.06999969482422,28.06999969482422,28.06999969482422,19.223175048828125
3,0.800000011920929,0.0,112.0,0.0,779.34372,0.0,252.0,137.0,1264767.9443359375,1585677165000,9,1585677165000.0,1585687965000.0,,,,14.0,,0.0,0.0,1264767.9443359375,1264767.9443359375,20.0,24.0,,,,,,1,179.0,16.670000076293945,16.670000076293945,16.670000076293945,9.5025634765625
3,1.100000023841858,0.0,117.0,0.0,858.9540999999999,0.0,252.0,138.0,1291951.0498046875,1585566163000,9,1585566163000.0,1585576963000.0,,,,10.0,,0.0,0.0,1293564.94140625,121596.00067138672,20.0,26.0,,,,,,1,192.0,20.520000457763672,20.520000457763672,20.520000457763672,12.927169799804688
0,3.200000047683716,0.6000000238418579,148.0,0.2551000118255615,2564.2922399999998,651145.99609375,252.0,175.0,2552677.978515625,1585393311000,9,1585393311000.0,1585400511000.0,5700.0,5200.0,87.0,5652.0,125.15846669725683,0.5703125,0.5,2552677.978515625,2256751.983642578,17.0,25.0,40860.00061035156,41839.99938964844,125.140625,175.0,0.2,12,433.0,18.940000534057617,18.940000534057617,18.940000534057617,91.69078063964844
3,2.0999999046325684,0.20000000298023224,116.0,0.0,2916.2539199999997,0.0,252.0,153.0,4932276.85546875,1585330256000,9,1585330256000.0,1585337456000.0,,,,98.0,,0.0,0.0,4934444.82421875,4927735.83984375,24.0,27.0,,,,,,1,749.0,13.630000114440918,13.630000114440918,13.630000114440918,31.339111328125
2,2.799999952316284,1.5,130.0,0.0,3825.4882599999996,0.0,252.0,177.0,5220767.08984375,1585243191000,9,1585243191000.0,1585250391000.0,0.0,0.0,,,,0.0,0.0,5220767.08984375,0.0,21.0,27.0,37820.001220703125,37820.001220703125,,,0.0,1,881.0,14.449999809265137,14.449999809265137,14.449999809265137,73.79638671875
2,2.799999952316284,1.899999976158142,137.0,0.0,2509.8219799999997,0.0,252.0,164.0,2805551.025390625,1585153734000,9,1585153734000.0,1585160934000.0,0.0,0.0,,,,0.0,0.0,2805551.025390625,0.0,21.0,27.0,38839.99938964844,39339.99938964844,,,0.30000000000000004,1,494.0,15.649999618530273,15.649999618530273,15.649999618530273,72.44418334960938
2,2.200000047683716,1.0,128.0,0.0,1047.5049999999999,0.0,252.0,161.0,1296055.0,1585060990000,9,1585060990000.0,1585068190000.0,0.0,0.0,,,,0.0,0.0,1296055.0,0.0,21.0,26.0,39520.001220703125,40039.99938964844,,,0.1,1,212.0,18.56999969482422,18.56999969482422,18.56999969482422,41.849029541015625
0,3.0,1.7000000476837158,147.0,0.23980000019073489,1667.6279599999998,391710.009765625,252.0,170.0,1633298.9501953125,1585058860000,9,1585058860000.0,1585066060000.0,4100.0,4500.0,118.0,3108.0,135.62907291075757,0.1875,0.5,1633555.0537109375,1260576.9983530045,18.0,27.0,40160.00061035156,41200.0,106.375,237.0,0.1800018310546875,20,284.0,19.190000534057617,19.190000534057617,19.190000534057617,82.27279663085938
2,2.200000047683716,0.0,154.0,0.0,553.08264,0.0,252.0,165.0,466973.9990234375,1584984231000,9,1584984231000.0,1584991431000.0,0.0,0.0,,,,0.0,0.0,466973.9990234375,0.0,24.0,26.0,41160.00061035156,41160.00061035156,,,0.0,1,92.0,21.959999084472656,21.959999084472656,21.959999084472656,33.88523864746094
2,2.299999952316284,0.8999999761581421,128.0,0.0,1365.94652,0.0,252.0,155.0,1666948.974609375,1584894845000,9,1584894845000.0,1584902045000.0,0.0,0.0,,,,0.0,0.0,1666948.974609375,0.0,21.0,26.0,41639.99938964844,42160.00061035156,,,0.020001220703125003,1,272.0,25.0,25.0,25.0,41.70783996582031
0,2.0,0.0,145.0,0.28989999294281005,385.48184,105530.0048828125,252.0,160.0,364054.99267578125,1584894047000,9,1584894047000.0,1584901247000.0,2100.0,1300.0,84.0,948.0,111.45648351835347,0.015625,0.0,773372.9858398438,363000.0,21.0,27.0,41260.00061035156,43020.001220703125,156.03125,168.0,0.1399993896484375,2,69.0,20.06999969482422,20.06999969482422,20.06999969482422,22.277618408203125
1,3.4000000953674316,1.5,132.0,0.5211999893188477,7617.456359999999,5827455.078125,252.0,165.0,11181551.7578125,1584781897000,9,1584781897000.0,1584789097000.0,118300.0,118000.0,,,,0.0,0.0,11887906.25,10704255.981445312,21.0,28.0,9340.00015258789,66120.00122070312,,,0.12000122070312501,12,1984.0,,,,106.71119689941406
0,2.0,0.0,129.0,0.13380000591278077,1076.83514,182670.99609375,252.0,160.0,1364967.041015625,1584723094000,9,1584723094000.0,1584730294000.0,4800.0,4700.0,85.0,2000.0,99.29277555428197,0.2265625,0.0,1364967.041015625,723000.0,16.0,23.0,40200.0,41460.00061035156,80.453125,170.0,0.12000122070312501,2,201.0,,,,23.0850830078125
2,0.800000011920929,0.0,124.0,0.0,305.87145999999996,0.0,252.0,146.0,369652.0080566406,1584722600000,9,1584722600000.0,1584729800000.0,0.0,0.0,,,,0.0,0.0,371071.0144042969,0.0,23.0,24.0,34220.001220703125,34220.001220703125,,,0.0,1,58.0,,,,9.553176879882812
2,2.5,0.6000000238418579,127.0,0.0,2019.58964,0.0,252.0,163.0,2636572.021484375,1584633260000,9,1584633260000.0,1584640460000.0,0.0,0.0,,,,0.0,0.0,2637127.9296875,0.0,19.0,26.0,40200.0,40920.001220703125,,,0.04000091552734375,1,414.0,,,,48.25483703613281
2,3.0,0.800000011920929,131.0,0.0,2044.7297599999997,0.0,252.0,168.0,2373962.890625,1584551524000,9,1584551524000.0,1584558724000.0,0.0,0.0,,,,0.0,0.0,2377204.1015625,0.0,20.0,23.0,39939.99938964844,39939.99938964844,,,0.0,1,393.0,,,,69.78326416015625
0,0.8999999761581421,0.0,120.0,0.20109999179840088,414.81197999999995,110905.0048828125,252.0,140.0,551572.998046875,1584550351000,9,1584550351000.0,1584557551000.0,2000.0,2000.0,114.0,1200.0,92.04909617331035,0.1484375,0.5,551572.998046875,427000.0,17.0,24.0,40060.00061035156,41760.00061035156,124.296875,229.0,0.060000610351562504,2,77.0,,,,9.226150512695312
1,3.0,2.0,128.0,0.5214000225067139,5757.087479999999,4790282.8125,252.0,184.0,9187211.9140625,1584437616000,9,1584437616000.0,1584444816000.0,68700.0,67300.0,,,,0.0,0.0,9187211.9140625,7899000.0,15.0,26.0,19980.00030517578,40679.998779296875,,,0.17999877929687502,10,1350.0,,,,85.81694030761719
2,3.0999999046325684,2.0,139.0,0.0,3041.95452,0.0,252.0,173.0,3416433.10546875,1584290946000,9,1584290946000.0,1584298146000.0,0.0,0.0,,,,0.0,0.0,3416433.10546875,0.0,20.0,25.0,39579.998779296875,39960.00061035156,,,0.020001220703125003,1,606.0,,,,92.59608459472656
0,2.0999999046325684,0.0,140.0,0.27320001125335697,716.4934199999999,200923.9990234375,252.0,157.0,735387.0239257812,1584289673000,9,1584289673000.0,1584296873000.0,2500.0,1600.0,84.0,1960.0,103.12717761676518,0.4765625,0.0,735387.0239257812,732533.9965820312,14.0,24.0,40239.99938964844,41979.998779296875,158.953125,168.0,0.12000122070312501,3,115.0,,,,25.528106689453125
1,2.299999952316284,0.30000001192092896,122.0,0.39079999923706055,3108.99484,1919317.96875,252.0,157.0,4910812.01171875,1584114157000,9,1584114157000.0,1584121357000.0,28000.0,28600.0,,,,0.0,0.0,5657145.99609375,3898221.0083007812,18.0,26.0,27320.001220703125,42100.0,,,0.16000061035156252,4,720.0,,,,38.067840576171875
2,2.4000000953674316,0.8999999761581421,142.0,0.0,1101.97526,0.0,252.0,164.0,1049479.98046875,1583944871000,9,1583944871000.0,1583952071000.0,0.0,0.0,,,,0.0,0.0,1049479.98046875,0.0,22.0,24.0,24900.0,24900.0,,,0.0,1,191.0,,,,49.23603820800781
0,2.5,1.399999976158142,136.0,0.22720000743865967,1789.13854,467166.015625,252.0,168.0,2056117.919921875,1583860573000,9,1583860573000.0,1583867773000.0,3400.0,3400.0,87.0,3706.0,139.4175138101033,0.015625,0.0,2056117.919921875,1576000.0,14.0,23.0,24700.0,25939.999389648438,98.03125,174.0,0.18000030517578125,10,306.0,,,,57.44349670410156
